"",,,"1998-2002",,,,"2003-2007",,,,"2008-2012",,,,"2013-2017",,
"AFG|Afghanistan","4104.|Total population (1000 inhab)",2002,21487.0,"E",,2007,25878.0,"E",,2012,29727.0,"E",,2015,32527.0,"E",
"AFG|Afghanistan","4105.|Rural population (1000 inhab)",2002,16621.0,"E",,2007,19663.0,"E",,2012,22131.0,"E",,2015,23980.0,"E",
"AFG|Afghanistan","4106.|Urban population (1000 inhab)",2002,4866.0,"E",,2007,6215.0,"E",,2012,7596.0,"E",,2015,8547.0,"E",
"AFG|Afghanistan","4107.|Population density (inhab/km2)",2002,32.91,"E",,2007,39.64,"E",,2012,45.53,"E",,2015,49.82,"E",
"AFG|Afghanistan","4114.|Total population with access to safe drinking-water (JMP) (%)",2002,33.8,"E",,2007,42.6,"E",,2012,51.6,"E",,2015,55.3,"E",
"AFG|Afghanistan","4115.|Rural population with access to safe drinking-water (JMP) (%)",2002,27.6,"E",,2007,35.6,"E",,2012,43.7,"E",,2015,47.0,"E",
"AFG|Afghanistan","4116.|Urban population with access to safe drinking-water (JMP) (%)",2002,55.9,"E",,2007,65.2,"E",,2012,74.5,"E",,2015,78.2,"E",
"AFG|Afghanistan","4403.|Population affected by water related disease (1000 inhab)",,,"",,,,"",,,,"",,,,"",

"",,,"1998-2002",,,,"2003-2007",,,,"2008-2012",,,,"2013-2017",,
"ALB|Albania","4104.|Total population (1000 inhab)",2002,3123.0,"E",,2007,3011.0,"E",,2012,2881.0,"E",,2015,2897.0,"E",
"ALB|Albania","4105.|Rural population (1000 inhab)",2002,1703.0,"E",,2007,1463.0,"E",,2012,1163.0,"E",,2015,1062.0,"E",
"ALB|Albania","4106.|Urban population (1000 inhab)",2002,1420.0,"E",,2007,1548.0,"E",,2012,1718.0,"E",,2015,1835.0,"E",
"ALB|Albania","4107.|Population density (inhab/km2)",2002,108.6,"E",,2007,104.7,"E",,2012,100.2,"E",,2015,100.8,"E",
